,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
12,1990,14,Free Fallin',Tom Petty,,0.422,0.049,0.9991,sadness,Male,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
13,1990,15,Love Song,Tesla,,0.274,0.04,0.9985,joy,Male,"['acoustic pop', 'dance pop', 'lilith', 'neo mellow', 'pop', 'pop rock']"
14,1990,16,Downtown Train,Rod Stewart,,0.08,0.036,0.9181,sadness,Male,"['folk', 'folk rock', 'singer-songwriter']"
15,1990,17,When The Night Comes,Joe Cocker,,0.049,0.049,0.2782,fear,Male,"['blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
16,1990,18,Two To Make It Right,Seduction,,0.015,0.081,-0.9759,sadness,Female,['freestyle']
17,1990,19,Living In Sin,Bon Jovi,,0.178,0.112,0.978,joy,Male,"['glam metal', 'rock']"
18,1990,20,Oh Father,Madonna,,0.189,0.06,0.9855,sadness,Female,"['dance pop', 'pop']"
19,1990,21,Blame It On The Rain,Milli Vanilli,,0.107,0.241,-0.9962,disgust,,['new jack swing']
0,1990,22,I Remember You,Skid Row,,0.224,0.027,0.9973,joy,,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
1,1990,23,Rock And A Hard Place,The Rolling Stones,,0.227,0.149,0.9927,trust,Male,"['british invasion', 'classic rock', 'rock']"
2,1990,24,Janie's Got A Gun,Aerosmith,,0.143,0.186,-0.9301,fear,Male,"['album rock', 'classic rock', 'hard rock', 'rock']"
3,1990,25,I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,,0.427,0.026,0.9996,joy,,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']"
4,1990,26,Tender Lover,Babyface,,0.305,0.06,0.9981,joy,Male,"['contemporary r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
5,1990,27,Peace In Our Time,Eddie Money,,0.236,0.102,0.9961,joy,Male,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']"
6,1990,28,Love Shack,The B-52s,,0.283,0.015,0.9993,joy,,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']"
7,1990,29,What Kind Of Man Would I Be?,Chicago,,0.09,0.106,-0.8866,sadness,Male,"['contemporary r&b', 'funk', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
8,1990,30,Don't Close Your Eyes,KIX,,0.045,0.165,-0.9525,fear,,"['country', 'country rock']"
9,1990,31,Tell Me Why,Expose,,0.05,0.177,-0.9963,anger,,['australian hip hop']
10,1990,32,Opposites Attract,Paula Abdul (Duet With The Wild Pair),,0.167,0.063,0.9952,trust,,"['dance pop', 'new wave pop', 'soft rock', 'urban contemporary']"
11,1990,33,(It's Just) The Way That You Love Me,Paula Abdul,,0.238,0.023,0.9993,joy,Female,"['dance pop', 'new wave pop', 'soft rock', 'urban contemporary']"
12,1990,34,Was It Nothing At All,Michael Damian,,0.366,0.016,0.9991,joy,Male,[]
13,1990,35,Principal's Office,Young M.C.,,0.145,0.056,0.9956,trust,,"['hip hop', 'rap']"
14,1990,36,Bust A Move,Young M.C.,,0.143,0.056,0.9944,trust,,"['hip hop', 'rap']"
15,1990,37,Kickstart My Heart,Motley Crue,,0.256,0.046,0.9947,anticipation,,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']"
16,1990,38,When I See You Smile,Bad English,,0.204,0.026,0.9938,joy,,"['album rock', 'glam metal', 'hard rock']"
17,1990,39,Steamy Windows,Tina Turner,,0.029,0.037,-0.34,sadness,Female,"['disco', 'new wave pop', 'soft rock']"
18,1990,40,Dangerous,Roxette,,0.192,0.206,-0.9706,fear,,['contemporary country']
19,1990,41,I Want You,Shana,,0.1,0.15,-0.9959,fear,Female,"['brooklyn indie', 'indie pop']"
0,1990,42,Don't Make Me Over,Sybil,,0.134,0.036,0.9716,joy,,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
1,1990,43,Nothin' To Hide,Poco,,0.146,0.119,0.9181,disgust,,"['album rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'roots rock', 'soft rock']"
2,1990,44,Here We Are,Gloria Estefan,,0.185,0.154,0.9547,joy,Female,"['dream smp', 'indie game soundtrack']"
3,1990,45,We Can't Go Wrong,The Cover Girls,,0.245,0.03,0.9945,anticipation,,['freestyle']
4,1990,46,Fool For Your Loving,Whitesnake,,0.246,0.372,-0.9935,joy,,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
5,1990,47,The Last Worthless Evening,Don Henley,,0.114,0.078,0.9454,anticipation,Male,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
6,1990,48,No More Lies,Michel'le,,0.145,0.165,-0.8683,joy,Female,[]
7,1990,49,Angelia,Richard Marx,,0.06,0.106,-0.9482,fear,Male,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']"
8,1990,50,Me So Horny,The 2 Live Crew,,0.147,0.116,0.9285,anticipation,,"['electro', 'gangster rap', 'golden age hip hop', 'hip hop', 'hip house', 'miami bass', 'miami hip hop', 'old school hip hop', 'rap']"
9,1990,51,All Or Nothing,Milli Vanilli,,0.099,0.072,0.854,anger,,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'wrestling']"
10,1990,52,If You Leave Me Now,Jaya,,0.039,0.094,-0.9081,sadness,Female,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
11,1990,53,Price Of Love,Bad English,,0.162,0.13,0.9408,joy,,"['album rock', 'glam metal', 'hard rock']"
12,1990,54,Woman In Chains,Tears For Fears,,0.292,0.05,0.9985,joy,Male,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
13,1990,55,Leave A Light On,Belinda Carlisle,,0.138,0.147,0.8639,sadness,Female,"['indie anthem-folk', 'modern rock', 'pop', 'uk pop']"
14,1990,56,Everything You Do (You're Sexing Me),Fiona (Duet With Kip Winger),,0.063,0.043,0.876,joy,,[]
15,1990,57,Poison,Alice Cooper,,0.11,0.074,0.9557,anticipation,Male,"['boy band', 'contemporary r&b', 'funk', 'hip hop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
16,1990,58,Wait For You,Bonham,,0.083,0.078,0.6466,anticipation,Male,[]
17,1990,59,Electric Boogie,Marcia Griffiths,,0.167,0.0,0.9935,surprise,Female,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']"
18,1990,60,I Live By The Groove,Paul Carrack,,0.053,0.016,0.8388,joy,Male,"['adult standards', 'classic rock', 'classic uk pop', 'mellow gold', 'new wave pop', 'soft rock']"
19,1990,61,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,,0.327,0.005,0.9992,joy,,"['classic house', 'hip house']"
0,1990,62,I Will Survive,SaFire,,0.156,0.123,0.9889,joy,,['disco']
1,1990,63,The Arms Of Orion,Prince With Sheena Easton,,0.182,0.011,0.9955,joy,,"['funk', 'funk rock', 'minneapolis sound', 'synth funk']"
2,1990,64,Don't Take It Personal,Jermaine Jackson,,0.1,0.212,-0.997,fear,Male,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']"
3,1990,65,Don't Shut Me Out,Kevin Paige,,0.157,0.026,0.9882,fear,Male,"['adult standards', 'folk rock', 'mellow gold', 'soft rock']"
4,1990,66,The Angel Song,Great White,,0.171,0.0,0.9818,anticipation,,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
5,1990,67,Personal Jesus,Depeche Mode,,0.257,0.018,0.9898,trust,Male,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
6,1990,68,Over And Over,Pajama Party,,0.08,0.105,-0.9734,sadness,,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
7,1990,69,Here And Now,Luther Vandross,,0.075,0.044,0.9246,anticipation,Male,"['contemporary country', 'country', 'country road']"
8,1990,70,Roam,The B-52s,,0.125,0.041,0.9921,sadness,,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']"
9,1990,71,Going Home,Kenny G,,0.128,0.028,0.9899,joy,Male,"['celtic', 'celtic rock', 'operatic pop']"
10,1990,72,Pretending,Eric Clapton,,0.182,0.089,0.9923,anger,Male,['italian disco']
11,1990,73,Heart,Neneh Cherry,,0.21,0.022,0.9993,joy,Female,"['pop', 'r&b']"
12,1990,74,Never 2 Much Of U,Dino,,0.322,0.028,0.9988,joy,Male,[]
13,1990,75,Listen To Your Heart,Roxette,,0.009,0.237,-0.9978,joy,,"['europop', 'new wave pop', 'soft rock', 'swedish pop']"
14,1990,76,Serious Kinda Girl,Christopher Max,,0.146,0.095,0.9937,joy,,[]
15,1990,77,A Girl Like You,The Smithereens,,0.385,0.071,0.9974,disgust,,"['contemporary country', 'country', 'country road', 'modern country rock']"
16,1990,78,Didn't I (Blow Your Mind),New Kids On The Block,,0.078,0.052,0.9148,joy,,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'souldies', 'southern soul']"
17,1990,79,Rock Wit'cha,Bobby Brown,,0.213,0.012,0.9973,joy,Male,"['contemporary r&b', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
18,1990,80,Get On Your Feet,Gloria Estefan,,0.081,0.045,0.73,anticipation,Female,"['dance pop', 'latin', 'latin pop', 'new wave pop', 'pop', 'soft rock']"
19,1990,81,Sometimes She Cries,Warrant,,0.097,0.27,-0.9933,sadness,,"['album rock', 'glam metal', 'hard rock', 'rock']"
0,1990,82,Lullaby,The Cure,,0.173,0.026,0.9462,trust,Male,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b', 'pop', 'r&b']"
1,1990,83,Hide Your Heart,KISS,,0.175,0.108,0.9209,anticipation,Male,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']"
2,1990,84,Too Hot,Loverboy,,0.067,0.153,-0.9936,anger,,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
3,1990,85,No Myth,Michael Penn,,0.086,0.065,0.7579,joy,Male,['power pop']
4,1990,86,Black Velvet,Alannah Myles,,0.138,0.032,0.9808,trust,Female,"['classic canadian rock', 'new wave pop']"
5,1990,87,Gimme Your Good Lovin',Diving For Pearls,,0.445,0.019,0.9988,joy,,[]
6,1990,88,French Kiss,Lil Louis,,0.315,0.03,0.9992,joy,,['san antonio rap']
7,1990,89,Right And Hype,Abstrac',,0.181,0.115,0.9907,anticipation,,"['alternative metal', 'nu metal']"
8,1990,90,I Don't Know,Michael Morales,,0.12,0.133,-0.9944,anger,Male,"['contemporary country', 'country', 'country road', 'modern country rock']"
9,1990,91,Girl I Am Searching For You,Stevie B,,0.134,0.055,0.9793,sadness,Male,['freestyle']
10,1990,92,Miss You Much,Janet Jackson,,0.098,0.184,-0.9391,joy,Female,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
11,1990,93,I Didn't Mean To Stay All Night,Starship,,0.116,0.108,0.623,joy,,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
12,1990,94,Foolish Heart,Sharon Bryant,,0.071,0.447,-0.9982,anticipation,Female,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']"
13,1990,95,Talk To Myself,Christopher Williams,,0.021,0.116,-0.9705,anger,Male,"['dance pop', 'edm', 'pop', 'pop dance']"
14,1990,96,Heat Of The Moment,After 7,,0.069,0.115,-0.9818,anger,,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
15,1990,97,Cover Girl,New Kids On The Block,,0.027,0.0,0.7585,anticipation,,"['escape room', 'pop', 'r&b', 'rap latina', 'trap queen']"
16,1990,98,500 Miles,Hooters,,0.0,0.023,-0.296,,,"['american folk revival', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
17,1990,99,Back To The Bullet,Saraya,,0.06,0.102,-0.8885,anticipation,,"['glam metal', 'hard rock']"
18,1990,100,Owwww!,Chunky A,,0.17,0.042,0.9629,joy,,[]
19,1991,1,Justify My Love,Madonna,,0.316,0.033,0.9981,joy,Female,"['dance pop', 'pop']"
0,1991,2,Because I Love You (The Postman Song),Stevie B,,0.132,0.066,0.9583,trust,Male,['freestyle']
1,1991,3,From A Distance,Bette Midler,,0.117,0.233,-0.9931,anticipation,Female,"['hawaiian hip hop', 'rap']"
2,1991,4,High Enough,Damn Yankees,,0.189,0.082,0.9903,joy,,"['electropop', 'escape room', 'hip pop', 'indie poptimism', 'modern rock', 'pop', 'rock']"
3,1991,5,Tom's Diner,DNA Featuring Suzanne Vega,,0.045,0.046,-0.1027,anticipation,,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']"
4,1991,6,Impulsive,Wilson Phillips,,0.035,0.34,-0.9976,fear,,"['girl group', 'new wave pop', 'soft rock']"
5,1991,7,Love Will Never Do (Without You),Janet Jackson,,0.132,0.074,0.9917,joy,Female,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
6,1991,8,Sensitivity,Ralph Tresvant,,0.175,0.055,0.9963,joy,Male,"['contemporary r&b', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
7,1991,9,The First Time,Surface,,0.159,0.047,0.9966,joy,,"['pop r&b', 'trap soul']"
8,1991,10,I'm Your Baby Tonight,Whitney Houston,,0.199,0.04,0.9979,joy,Female,"['dance pop', 'pop', 'urban contemporary']"
9,1991,11,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,,0.106,0.004,0.9882,joy,,"['diva house', 'eurodance', 'hip house']"
10,1991,12,Freedom,George Michael,,0.253,0.07,0.9987,trust,Male,"['black americana', 'contemporary country', 'country pop']"
11,1991,13,Miles Away,Winger,,0.21,0.079,0.9955,trust,,"['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']"
12,1991,14,Play That Funky Music,Vanilla Ice,,0.198,0.144,0.9927,sadness,Male,"['disco', 'funk rock']"
13,1991,15,The Way You Do The Things You Do,UB40,,0.121,0.0,0.992,joy,Male,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
14,1991,16,After The Rain,Nelson,,0.096,0.193,-0.9972,fear,Male,['neo-classical']
15,1991,17,Something To Believe In,Poison,,0.06,0.019,0.9322,anticipation,,"['modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']"
16,1991,19,Love Takes Time,Mariah Carey,,0.174,0.176,0.8021,fear,Female,"['dance pop', 'pop', 'urban contemporary']"
17,1991,20,I'm Not In Love,Will To Power,,0.163,0.135,-0.32,anticipation,Male,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock', 'yacht rock']"
18,1991,21,Just Another Dream,Cathy Dennis,,0.186,0.105,0.9704,anticipation,Female,['reggae fusion']
0,1991,22,One And Only Man,Steve Winwood,,0.105,0.079,0.7986,joy,Male,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1,1991,23,Groove Is In The Heart,Deee-Lite,,0.074,0.047,0.9519,joy,Male,"['hip house', 'new wave pop']"
2,1991,24,For You,The Outfield,,0.209,0.022,0.998,joy,,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
3,1991,25,Hang In Long Enough,Phil Collins,,0.119,0.039,0.8637,anticipation,Male,"['mellow gold', 'rock drums', 'soft rock']"
4,1991,26,Wiggle It,2 In A Room,,0.094,0.293,-0.9994,anger,,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
5,1991,27,On The Way Up,Elisa Fiorillo,,0.066,0.023,0.9418,trust,Female,"['ccm', 'christian pop']"
6,1991,28,Anything Is Possible,Debbie Gibson,,0.164,0.008,0.9913,joy,Female,"['ambient worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']"
7,1991,29,I'll Give All My Love To You,Keith Sweat,,0.22,0.059,0.9984,joy,Male,"['contemporary r&b', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
8,1991,30,You're Amazing,Robert Palmer,,0.34,0.039,0.9986,joy,Male,"['bahai', 'edmonton indie']"
9,1991,31,Gentle,Dino,,0.159,0.184,-0.993,anger,Male,[]
10,1991,32,Disappear,INXS,,0.11,0.108,-0.8659,fear,Male,[]
11,1991,33,Feels Good,Tony Toni Tone,,0.167,0.083,0.9944,joy,,"['contemporary r&b', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
12,1991,34,More Than Words Can Say,Alias,,0.075,0.051,0.9013,anger,Male,[]
13,1991,35,Stranded,Heart,,0.032,0.423,-0.9983,sadness,Female,"['aesthetic rap', 'florida rap', 'underground hip hop', 'vapor trap']"
14,1991,36,Around The Way Girl,LL Cool J,,0.137,0.096,0.9949,joy,Male,"['east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'urban contemporary']"
15,1991,37,All The Man That I Need,Whitney Houston,,0.216,0.026,0.9956,joy,Female,"['dance pop', 'pop', 'urban contemporary']"
16,1991,38,Does She Love That Man?,Breathe Featuring David Glasper,,0.303,0.122,0.9982,joy,,['sophisti-pop']
17,1991,39,Where Does My Heart Beat Now,Celine Dion,,0.117,0.087,0.8747,sadness,,"['canadian pop', 'dance pop']"
18,1991,40,I Saw Red,Warrant,,0.117,0.042,0.9667,joy,,"['album rock', 'glam metal', 'hard rock', 'rock']"
19,1991,41,Unchained Melody,The Righteous Brothers,,0.295,0.063,0.9905,anticipation,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly', 'soul']"
0,1991,42,The Ghetto,Too $hort,,0.116,0.075,0.9906,fear,Male,"['cali rap', 'gangster rap', 'golden age hip hop', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'west coast rap']"
1,1991,43,You Gotta Love Someone,Elton John,,0.287,0.125,0.9948,joy,Male,"['glam rock', 'mellow gold', 'piano rock']"
2,1991,44,Love Makes Things Happen,Pebbles,,0.22,0.031,0.9976,joy,Female,"['contemporary r&b', 'freestyle', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
3,1991,45,Fairweather Friend,Johnny Gill,,0.199,0.075,0.9604,joy,Male,"['contemporary r&b', 'funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
4,1991,46,The Shoop Shoop Song (It's In His Kiss),Cher,,0.232,0.041,0.9973,joy,Female,"['dance pop', 'hollywood', 'new wave pop']"
5,1991,47,Pray,M.C. Hammer,,0.05,0.176,-0.9986,sadness,,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
6,1991,48,Heat Of The Moment,After 7,,0.069,0.115,-0.9818,anger,,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
7,1991,49,Wicked Game,Chris Isaak,,0.217,0.173,0.9782,fear,Male,"['canadian contemporary r&b', 'canadian pop', 'pop']"
8,1991,50,Candy,Iggy Pop With Kate Pierson,,0.077,0.149,-0.9968,anger,,"['dfw rap', 'melodic rap', 'rap']"
9,1991,51,If You Needed Somebody,Bad Company,,0.088,0.042,0.7587,trust,,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
10,1991,52,Ice Ice Baby,Vanilla Ice,,0.103,0.101,-0.4557,joy,Male,"['hip house', 'miami hip hop']"
11,1991,53,I Don't Know Anybody Else,Black Box,,0.055,0.007,0.9475,joy,,"['diva house', 'eurodance', 'europop', 'hip house', 'italo house', 'new wave pop', 'vocal house']"
12,1991,54,New York Minute,Don Henley,,0.108,0.067,0.9768,fear,Male,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
13,1991,55,Moneytalks,AC/DC,,0.038,0.01,0.7554,anger,Male,"['australian rock', 'hard rock', 'rock']"
14,1991,56,World In My Eyes,Depeche Mode,,0.021,0.0,0.6124,trust,Male,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
15,1991,57,Knockin' Boots,Candyman,,0.185,0.065,0.9976,joy,Male,"['contemporary country', 'country', 'country road']"
16,1991,58,No Matter What,George LaMond (Duet With Brenda K. Starr),,0.203,0.149,0.9695,joy,,['chicago rap']
17,1991,59,So Close,Daryl Hall John Oates,,0.278,0.048,0.9992,joy,,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']"
18,1991,60,Shelter Me,Cinderella,,0.079,0.094,-0.6871,trust,,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
19,1991,61,My Love Is A Fire,Donny Osmond,,0.067,0.08,-0.1366,joy,Male,"['contemporary country', 'country pop']"
0,1991,62,Show Me The Way,Styx,,0.197,0.08,0.9986,trust,,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
1,1991,63,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,,0.142,0.026,0.9967,anticipation,,"['boy band', 'contemporary r&b', 'funk', 'hip hop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
2,1991,64,I Wanna Get With U,Guy,,0.069,0.076,-0.3291,fear,Male,"['adult standards', 'bebop', 'jazz', 'jazz piano', 'stride', 'vocal jazz']"
3,1991,65,Give It To Me Good,Trixter,,0.182,0.033,0.9903,trust,,"['glam metal', 'hard rock', 'sleaze rock']"
4,1991,66,Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,,0.115,0.091,0.5994,fear,,[]
5,1991,67,It Never Rains (In Southern California),Tony Toni Tone,,0.102,0.0,0.9397,trust,,"['classic uk pop', 'rock of gibraltar', 'soft rock']"
6,1991,68,Round And Round,Tevin Campbell,,0.03,0.046,-0.6428,trust,Male,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
7,1991,69,House Full Of Reasons,Jude Cole,,0.106,0.038,0.9454,trust,Male,['mellow gold']
8,1991,70,One More Try,Timmy T.,,0.076,0.139,-0.9671,joy,,['soft rock']
9,1991,71,Close To You,Maxi Priest,,0.19,0.0,0.9469,joy,Male,"['austindie', 'indie pop', 'modern rock']"
10,1991,72,Hard To Handle,The Black Crowes,,0.292,0.059,0.9985,joy,,"['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'southern rock']"
11,1991,73,Just A Little Bit Longer,Maxi Priest,,0.034,0.064,-0.9606,sadness,Male,"['lovers rock', 'reggae', 'reggae fusion', 'roots reggae']"
12,1991,74,Get Here,Oleta Adams,,0.094,0.049,0.3995,anger,Female,['quiet storm']
13,1991,75,Deeper Shade Of Soul,Urban Dance Squad,,0.153,0.032,0.9846,joy,,"['dutch indie', 'dutch rock', 'funk metal', 'funk rock', 'laboratorio', 'old school nederhop']"
14,1991,76,I Don't Have The Heart,James Ingram,,0.17,0.067,0.9832,joy,Male,"['adult standards', 'quiet storm', 'soft rock', 'urban contemporary']"
15,1991,77,This Is Ponderous,2nu,,0.032,0.013,0.6137,joy,,[]
16,1991,78,Hippychick,Soho,,0.06,0.344,-0.9927,fear,,[]
17,1991,79,This House,Tracie Spencer,,0.066,0.179,-0.999,trust,Female,"['bc underground hip hop', 'country rap']"
18,1991,80,Cherry Pie,Warrant,,0.085,0.177,-0.9943,sadness,,"['album rock', 'glam metal', 'hard rock', 'rock']"
19,1991,81,Think,Information Society,,0.12,0.133,-0.9944,anger,,"['contemporary country', 'country', 'country road', 'modern country rock']"
0,1991,82,Melt In Your Mouth,Candyman,,0.134,0.102,0.983,surprise,Male,"['antiviral pop', 'comic']"
1,1991,83,Use It Up And Wear It Out,Pat & Mick,,0.094,0.071,0.9325,trust,,"['classic uk pop', 'disco', 'hammond organ', 'motown', 'post-disco', 'quiet storm']"
2,1991,84,Can't Stop,After 7,,0.238,0.028,0.9993,joy,,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
3,1991,85,Here Comes The Hammer,M.C. Hammer,,0.079,0.055,0.8435,trust,,"['hip hop', 'hip house', 'rap']"
4,1991,86,Spend My Life,Slaughter,,0.169,0.151,0.8782,sadness,,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
5,1991,87,Giving You The Benefit,Pebbles,,0.341,0.044,0.9999,fear,Female,"['contemporary r&b', 'freestyle', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
6,1991,88,Crash (Have Some Fun),TKA Featuring Michelle Visage,,0.132,0.085,0.9851,anticipation,,['freestyle']
7,1991,89,Signs,Tesla,,0.28,0.02,0.9987,trust,Male,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
8,1991,90,The Swalk,Notorious,,0.097,0.207,-0.998,sadness,,[]
9,1991,91,Remember My Name,House Of Lords,,0.092,0.0,0.9268,joy,,"['brooklyn indie', 'indie pop']"
10,1991,92,The Obvious Child,Paul Simon,,0.09,0.127,-0.8466,anticipation,Male,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']"
11,1991,93,I've Been Waiting For You,Guys Next Door,,0.255,0.037,0.9952,joy,,"['hollywood', 'pop']"
12,1991,94,Missunderstanding,Al B. Sure!,,0.091,0.059,0.9596,anticipation,Male,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
13,1991,95,Don't Hold Back Your Love,Daryl Hall John Oates,,0.206,0.046,0.9948,fear,,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
14,1991,96,Power Of Love,Deee-Lite,,0.178,0.15,0.993,sadness,Male,"['k-pop', 'k-pop boy group']"
15,1991,97,I Found Love,The Party,,0.269,0.075,0.9972,joy,,['gospel']
16,1991,98,Lyin' To Myself,David Cassidy,,0.187,0.167,0.6963,joy,Male,"['dance pop', 'pop']"
17,1991,99,And So It Goes,Billy Joel,,0.066,0.063,-0.111,anticipation,Male,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
18,1991,100,Joey,Concrete Blonde,,0.098,0.165,-0.9988,anger,,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']"
